record.timestamp[s],record.distance[m],record.accumulated_power[watts],record.speed[m/s],record.power[watts],record.heart_rate[bpm],record.cadence[rpm],record.resistance,record.temperature[C],record.left_right_balance,record.left_torque_effectiveness[percent],record.right_torque_effectiveness[percent],record.left_pedal_smoothness[percent],record.right_pedal_smoothness[percent],record.fractional_cadence[rpm],record.left_pco[mm],record.right_pco[mm],record.left_power_phase[degrees],record.left_power_phase_peak[degrees],record.right_power_phase[degrees],record.right_power_phase_peak[degrees],record.enhanced_speed[m/s],record.enhanced_respiration_rate[Breaths/min],
"1070728402","7269.11","131808","8.006","144","108","88","0","19","183","59.0","63.5","17.5","17.5","0.0","0","0","343.1250053613282|194.0625030322266","68.90625107666017|127.96875199951175","340.3125053173829|196.87500307617194","63.28125098876955|122.34375191162113","8.006","23.46",
"1070728403","7277.12","131956","8.006","148","107","88","0","19","181","71.0","68.0","22.5","19.5","0.0","0","0","343.1250053613282|194.0625030322266","68.90625107666017|127.96875199951175","340.3125053173829|196.87500307617194","63.28125098876955|122.34375191162113","8.006","23.46",
"1070728404","7285.17","132106","8.052","150","107","89","0","19","181","71.0","68.0","22.5","19.5","0.0","0","0","340.3125053173829|194.0625030322266","71.71875112060549|132.18750206542973","338.90625529541023|195.46875305419925","64.68750101074221|122.34375191162113","8.052","23.46",
"1070728405","7293.22","132257","8.052","151","107","89","0","19","181","71.0","68.0","22.5","19.5","0.0","0","0","338.90625529541023|189.84375296630864","70.31250109863284|129.37500202148442","340.3125053173829|195.46875305419925","61.87500096679689|120.93750188964847","8.052","22.73",
"1070728406","7301.32","132411","8.099","154","108","89","0","19","184","63.5","64.5","19.5","18.0","0.0","0","0","337.5000052734376|189.84375296630864","70.31250109863284|129.37500202148442","340.3125053173829|194.0625030322266","61.87500096679689|119.5312518676758","8.099","22.73",
"1070728407","7309.45","132565","8.127","154","108","89","0","19","184","67.0","66.0","20.0","17.0","0.0","0","0","337.5000052734376|189.84375296630864","70.31250109863284|129.37500202148442","341.71875533935554|192.65625301025395","63.28125098876955|122.34375191162113","8.127","22.73",
"1070728408","7317.57","132726","8.127","161","107","90","0","19","183","66.5","68.0","21.0","18.5","0.0","0","0","343.1250053613282|192.65625301025395","67.50000105468752|127.96875199951175","343.1250053613282|194.0625030322266","61.87500096679689|120.93750188964847","8.127","22.73",
"1070728409","7325.74","132877","8.164","151","107","90","0","19","186","64.5","74.5","21.0","21.0","0.0","0","0","344.53125538330085|194.0625030322266","67.50000105468752|127.96875199951175","341.71875533935554|198.2812530981446","57.65625090087892|116.7187518237305","8.164","22.73",
"1070728410","7333.9","133026","8.164","149","107","89","0","19","186","66.5","66.5","22.0","19.0","0.0","0","0","343.1250053613282|192.65625301025395","68.90625107666017|127.96875199951175","341.71875533935554|198.2812530981446","57.65625090087892|116.7187518237305","8.164","21.45",
"1070728411","7342.01","133181","8.108","155","106","89","0","19","182","68.5","66.5","22.5","19.0","0.0","0","0","343.1250053613282|192.65625301025395","68.90625107666017|127.96875199951175","341.71875533935554|198.2812530981446","57.65625090087892|116.7187518237305","8.108","21.45",
"1070728412","7350.12","133181","8.108","141","106","89","0","19","183","67.0","69.0","22.0","19.5","0.0","0","0","343.1250053613282|194.0625030322266","68.90625107666017|127.96875199951175","343.1250053613282|196.87500307617194","59.06250092285158|118.12500184570315","8.108","21.45",
"1070728413","7358.2","133463","8.08","141","107","89","0","19","183","67.0","69.0","22.0","19.5","0.0","0","0","344.53125538330085|194.0625030322266","68.90625107666017|127.96875199951175","345.9375054052735|196.87500307617194","60.46875094482424|119.5312518676758","8.08","21.45",
"1070728414","7366.26","133613","8.062","150","107","89","0","19","179","67.5","67.5","21.5","19.5","0.0","0","0","345.9375054052735|194.0625030322266","68.90625107666017|127.96875199951175","344.53125538330085|196.87500307617194","60.46875094482424|119.5312518676758","8.062","21.45",
"1070728415","7374.36","133762","8.071","149","106","89","0","19","180","68.5","67.5","22.0","19.5","0.0","0","0","345.9375054052735|194.0625030322266","70.31250109863284|129.37500202148442","344.53125538330085|196.87500307617194","61.87500096679689|120.93750188964847","8.071","20.99",
"1070728416","7382.4","133911","8.071","149","107","88","0","19","182","66.5","65.0","22.5","18.5","0.0","0","0","344.53125538330085|192.65625301025395","75.93750118652346|136.40625213134769","344.53125538330085|194.0625030322266","61.87500096679689|120.93750188964847","8.071","20.99",
"1070728417","7390.54","134117","8.127","206","107","90","0","19","206","43.5","67.0","12.5","18.5","0.0","0","0","344.53125538330085|189.84375296630864","77.34375120849612|139.218752175293","344.53125538330085|194.0625030322266","61.87500096679689|120.93750188964847","8.127","20.99",
"1070728418","7398.68","134241","8.146","124","106","89","0","19","188","57.0","78.5","18.5","23.5","0.0","0","0","344.53125538330085|189.84375296630864","77.34375120849612|139.218752175293","344.53125538330085|192.65625301025395","61.87500096679689|120.93750188964847","8.146","20.99",
"1070728419","7406.7","134370","8.024","129","107","87","0","19","183","66.0","67.0","21.5","19.0","0.0","0","0","344.53125538330085|187.03125292236334","74.5312511645508|136.40625213134769","343.1250053613282|192.65625301025395","61.87500096679689|120.93750188964847","8.024","20.99",
"1070728420","7414.62","134511","7.922","141","107","87","0","19","179","72.0","67.5","23.0","19.0","0.0","0","0","343.1250053613282|188.437502944336","67.50000105468752|127.96875199951175","341.71875533935554|192.65625301025395","59.06250092285158|116.7187518237305","7.922","21.47",
"1070728421","7422.54","134654","7.922","143","107","87","0","19","179","72.0","67.5","23.0","19.0","0.0","0","0","343.1250053613282|191.2500029882813","67.50000105468752|126.5625019775391","341.71875533935554|192.65625301025395","60.46875094482424|118.12500184570315","7.922","21.47",
"1070728422","7430.47","134654","7.922","143","106","87","0","19","180","67.0","65.0","21.0","19.0","0.0","0","0","343.1250053613282|192.65625301025395","70.31250109863284|127.96875199951175","343.1250053613282|192.65625301025395","64.68750101074221|122.34375191162113","7.922","21.47",
"1070728423","7438.39","134940","7.922","143","107","87","0","19","180","67.5","65.0","21.0","19.0","0.0","0","0","344.53125538330085|192.65625301025395","73.12500114257814|130.78125204345707","343.1250053613282|192.65625301025395","64.68750101074221|122.34375191162113","7.922","21.47",
"1070728424","7446.34","135085","7.95","145","107","87","0","19","180","67.0","65.5","20.5","19.5","0.0","0","0","344.53125538330085|194.0625030322266","73.12500114257814|130.78125204345707","343.1250053613282|192.65625301025395","64.68750101074221|122.34375191162113","7.95","21.47",
"1070728425","7454.32","135233","7.987","148","107","88","0","19","180","69.0","67.0","21.0","19.0","0.0","0","0","344.53125538330085|194.0625030322266","73.12500114257814|130.78125204345707","344.53125538330085|192.65625301025395","64.68750101074221|122.34375191162113","7.987","21.8",
"1070728426","7462.32","135233","7.996","142","108","88","0","19","182","70.0","67.0","22.0","19.0","0.0","0","0","344.53125538330085|194.0625030322266","73.12500114257814|130.78125204345707","344.53125538330085|192.65625301025395","64.68750101074221|122.34375191162113","7.996","21.8",
"1070728427","7470.34","135517","8.015","142","107","88","0","19","179","66.5","69.5","20.5","19.5","0.0","0","0","345.9375054052735|195.46875305419925","73.12500114257814|132.18750206542973","344.53125538330085|192.65625301025395","64.68750101074221|122.34375191162113","8.015","21.8",
"1070728428","7478.33","135653","7.996","136","107","88","0","19","179","66.5","69.5","20.5","19.5","0.0","0","0","344.53125538330085|194.0625030322266","70.31250109863284|129.37500202148442","341.71875533935554|194.0625030322266","63.28125098876955|122.34375191162113","7.996","21.8",
"1070728429","7486.31","135797","7.978","144","107","88","0","19","179","64.5","69.5","19.0","19.5","0.0","0","0","344.53125538330085|194.0625030322266","68.90625107666017|127.96875199951175","344.53125538330085|194.0625030322266","61.87500096679689|120.93750188964847","7.978","21.8",
"1070728430","7494.29","135945","7.978","148","106","88","0","19","180","66.0","68.0","20.0","20.0","0.0","0","0","345.9375054052735|194.0625030322266","68.90625107666017|126.5625019775391","344.53125538330085|194.0625030322266","61.87500096679689|120.93750188964847","7.978","21.62",
"1070728431","7502.29","136089","8.006","144","105","88","0","19","181","66.0","68.0","20.0","20.0","0.0","0","0","345.9375054052735|194.0625030322266","70.31250109863284|127.96875199951175","344.53125538330085|194.0625030322266","63.28125098876955|122.34375191162113","8.006","21.62",
"1070728432","7510.28","136227","7.987","138","104","88","0","19","181","63.5","67.5","18.5","20.5","0.0","0","0","345.9375054052735|194.0625030322266","70.31250109863284|127.96875199951175","344.53125538330085|194.0625030322266","63.28125098876955|122.34375191162113","7.987","21.62",
"1070728433","7518.23","136363","7.95","136","104","87","0","19","181","62.0","69.0","18.0","20.0","0.0","0","0","345.9375054052735|194.0625030322266","73.12500114257814|130.78125204345707","345.9375054052735|194.0625030322266","64.68750101074221|122.34375191162113","7.95","21.62",
"1070728434","7526.18","136498","7.95","135","103","87","0","19","181","62.0","69.0","18.0","20.0","0.0","0","0","345.9375054052735|194.0625030322266","73.12500114257814|130.78125204345707","345.9375054052735|194.0625030322266","64.68750101074221|122.34375191162113","7.95","21.62",
"1070728435","7534.06","136636","7.884","138","103","87","0","19","181","62.0","69.0","18.0","20.0","0.0","0","0","347.3437554272462|192.65625301025395","73.12500114257814|130.78125204345707","345.9375054052735|194.0625030322266","64.68750101074221|122.34375191162113","7.884","22.68",
"1070728436","7541.97","136778","7.903","142","103","87","0","19","181","64.0","66.5","17.5","20.5","0.0","0","0","347.3437554272462|194.0625030322266","73.12500114257814|130.78125204345707","344.53125538330085|194.0625030322266","63.28125098876955|120.93750188964847","7.903","22.68",
"1070728437","7549.89","136920","7.922","142","103","87","0","19","182","67.0","68.5","20.5","20.5","0.0","0","0","345.9375054052735|195.46875305419925","74.5312511645508|133.59375208740238","344.53125538330085|195.46875305419925","63.28125098876955|120.93750188964847","7.922","22.68",
"1070728438","7557.81","137063","7.922","143","103","87","0","19","182","70.0","73.5","21.5","21.5","0.0","0","0","341.71875533935554|194.0625030322266","77.34375120849612|137.81250215332034","344.53125538330085|195.46875305419925","63.28125098876955|120.93750188964847","7.922","22.68",
"1070728439","7565.74","137213","7.931","150","104","87","0","19","178","76.5","73.5","24.0","22.0","0.0","0","0","340.3125053173829|195.46875305419925","77.34375120849612|137.81250215332034","344.53125538330085|195.46875305419925","63.28125098876955|120.93750188964847","7.931","22.68",
"1070728440","7573.74","137362","7.996","149","105","88","0","19","178","71.0","73.5","20.5","22.5","0.0","0","0","337.5000052734376|196.87500307617194","75.93750118652346|135.00000210937503","344.53125538330085|195.46875305419925","63.28125098876955|120.93750188964847","7.996","22.6",
"1070728441","7581.79","137518","8.052","156","106","89","0","19","180","72.0","70.0","22.5","20.5","0.0","0","0","337.5000052734376|196.87500307617194","75.93750118652346|135.00000210937503","344.53125538330085|195.46875305419925","63.28125098876955|120.93750188964847","8.052","22.6",
"1070728442","7589.85","137651","8.062","133","106","88","0","19","180","72.0","70.0","22.5","20.5","0.0","0","0","338.90625529541023|195.46875305419925","73.12500114257814|132.18750206542973","338.90625529541023|196.87500307617194","63.28125098876955|122.34375191162113","8.062","22.6",
"1070728443","7597.84","137794","7.987","143","106","87","0","19","181","63.0","70.0","19.0","20.5","0.0","0","0","338.90625529541023|195.46875305419925","73.12500114257814|132.18750206542973","338.90625529541023|196.87500307617194","66.09375103271486|123.75000193359378","7.987","22.6",
"1070728444","7605.83","137946","7.968","152","106","88","0","19","184","66.0","70.5","20.0","22.5","0.0","0","0","338.90625529541023|194.0625030322266","71.71875112060549|129.37500202148442","338.90625529541023|196.87500307617194","66.09375103271486|123.75000193359378","7.968","22.6",
"1070728445","7613.78","138087","7.968","141","106","88","0","19","185","57.5","71.0","17.0","22.5","0.0","0","0","341.71875533935554|191.2500029882813","71.71875112060549|129.37500202148442","340.3125053173829|195.46875305419925","64.68750101074221|122.34375191162113","7.968","22.94",
"1070728446","7621.81","138234","8.006","147","107","88","0","19","183","60.0","71.0","17.0","22.5","0.0","0","0","343.1250053613282|191.2500029882813","71.71875112060549|130.78125204345707","341.71875533935554|195.46875305419925","61.87500096679689|120.93750188964847","8.006","22.94",
"1070728447","7629.79","138379","8.006","145","106","88","0","19","182","59.5","73.0","18.0","21.5","0.0","0","0","343.1250053613282|191.2500029882813","71.71875112060549|130.78125204345707","341.71875533935554|195.46875305419925","61.87500096679689|120.93750188964847","8.006","22.94",
"1070728448","7637.8","138525","8.015","146","106","88","0","19","183","57.0","73.0","17.5","21.5","0.0","0","0","344.53125538330085|192.65625301025395","68.90625107666017|127.96875199951175","341.71875533935554|195.46875305419925","61.87500096679689|119.5312518676758","8.015","22.94",
"1070728449","7645.8","138656","7.996","131","106","88","0","19","180","66.5","70.0","20.0","20.5","0.0","0","0","344.53125538330085|192.65625301025395","68.90625107666017|127.96875199951175","343.1250053613282|195.46875305419925","60.46875094482424|119.5312518676758","7.996","22.94",
"1070728450","7653.76","138796","7.959","140","106","87","0","19","182","67.5","65.0","21.0","19.0","0.0","0","0","344.53125538330085|192.65625301025395","70.31250109863284|127.96875199951175","343.1250053613282|195.46875305419925","60.46875094482424|118.12500184570315","7.959","23.17",
"1070728451","7661.7","138930","7.94","134","106","87","0","19","182","67.5","65.0","21.0","19.0","0.0","0","0","344.53125538330085|192.65625301025395","70.31250109863284|127.96875199951175","340.3125053173829|196.87500307617194","61.87500096679689|120.93750188964847","7.94","23.17",
